class,instance,time_s,time_e,evt:alias,territory,founder,capital,upper_organization
島,アイルランド島,,,ヒベルニア,アイルランド,,,
都市@市,アヴィニョン,,,,,,,
都市@市,アウクスブルク,,,アウグスブルク@アウグスブルグ,,,,
地域,アカディア,,,,,,,
都市@市,アガディール,,,,モロッコ,,,
都市@市,アカプルコ,,,,,,,
都市@市,アクスム,,,,,,,
海域@沖,アクティウム沖,,,,イオニア海,,,
都市@市,アグラ,,,,,,,
地域,アジア,,,亜細亜@亜,,,,
地域,アジアNIES,,,,,,,
亜大陸@大陸,アジア大陸,,,亜大陸,ユーラシア大陸,,,
国家@国@共和国,アゼルバイジャン,,,アゼルバイジャン共和国,南コーカサス,,,
地域,アゼルバイジャン北半,,,,アゼルバイジャン,,,
海域@海,アゾフ海,,,,,,,
都市@市,アッコン,,,アッコ@アッカー@アッカ@アッコン@アクレ@アークル@サン・ジャン・ダクル,,,,
行政区画@地方@州,アッサム地方,,,アッサム州,,,,
都市@市,アッシジ,,,アッシージ@アシジ,,,,
都市@市,アッシュール,,,,,,,
地域@地方,アッティカ地方,,,アッティケー@アッティキ,,,,
都市@市,アテネ,,,アテナイ,,,,
都市@市,アデン,,,,,,,
都市@市,アドリアノープル,,,エディルネ,,,,
海域@海,アドリア海,,,,,,,
海岸@沿岸,アドリア海沿岸,,,,,,,
地域,アドワ,,,,エチオピア,,,
都市@市,アナーニ,,,,イタリア,,,
地形@部,アナトリア南西部,,,アナトリア半島南西部,アナトリア半島,,,
高原@高地,アナトリア高原,,,,アナトリア半島,,,
地形@部,アナトリア西部,,,アナトリア半島西部,アナトリア半島,,,
地形@部,アナトリア東南部,,,アナトリア半島東南部,アナトリア半島,,,
地形@部,アナトリア東部,,,アナトリア半島東部,アナトリア半島,,,
半島,アナトリア半島,,,アナトリア@小アジア,,,,
地形@部,アナトリア北西部,,,アナトリア半島北西部@小アジア北西部,アナトリア半島,,,
国家@国,アフガニスタン,,,アフガニスタン・イスラム共和国,南アジア@中東,,,
地形@部,アフガニスタン西部,,,,アフガニスタン,,,
地形@部,アフガニスタン東部,,,,アフガニスタン,,,
地形@部,アフガニスタン南部,,,,アフガニスタン,,,
地域,アフリカ,,,,,,,
海岸@沿岸,アフリカ沿岸部,,,,アフリカ大陸,,,
海岸,アフリカ西岸,,,,アフリカ沿岸部,,,
大陸,アフリカ大陸,,,,アフリカ,,,
海岸,アフリカ東海岸,,,,アフリカ沿岸部,,,
海岸,アフリカ東岸,,,,アフリカ沿岸部,,,
地形@部,アフリカ内陸部,,,,アフリカ大陸,,,
地形,アフリカ南端,,,,アフリカ大陸,,,
海岸,アフリカ北岸,,,アフリカ北部沿岸,アフリカ沿岸部,,,
地形@部,アフリカ北東部,,,,アフリカ大陸,,,
地域,アマルナ,,,エル・アマルナ@アル・アマルナ,,,,
河川@川@江,アムール川,,,黒龍江,,,,
都市@市,アムステルダム,,,モクム@北のヴェネツィア,,,,
都市@市,アムリットサル,,,アムリトサル@アムリッツァー,,,,
河川@川,アム川,,,アムダリア川@嬀水@烏滸河@オクソス@ワフシュ@アームー@ダルヤー@ジャイフーン川,,,,
河川流域@流域,アム川下流域,,,,アム川流域,,,
河川流域@流域,アム川流域,,,,,,,
国家@国@合衆国,アメリカ合衆国,,,アメリカ@米国,北アメリカ,,,
地形@部,アメリカ合衆国南部,,,アメリカ南部@南部,アメリカ,,,
大陸,アメリカ大陸,,,両アメリカ@新大陸@超大陸,,,,
都市@市@郡,アユタヤ,,,プラナコーンシーアユッタヤー郡@アユタヤ郡@アンプープラナコーンシーアユッタヤー,,,,
行政区画@州,アラスカ,,,アラスカ州,北アメリカ大陸北部@アメリカ,,,
海域@海,アラビア海,,,,,,,
半島,アラビア半島,,,アラビア,,,,
地形@部@半島,アラビア半島東部,,,,アラビア半島,,,
地形@半島,アラビア半島南端,,,,アラビア半島,,,
地形@部@半島,アラビア半島南部,,,,アラビア半島,,,
国家@国@連邦,アラブ首長国連邦,,,UAE,ペルシア湾沿岸@アラビア半島,,,
行政区画,アルザス,,,,,,,
国家@国@共和国,アルジェリア,,,アルジェリア民主人民共和国,北アフリカ,,,
地域@地方,アルスター地方,,,アルスター,,,,
国家@国@共和国,アルゼンチン,,,アルゼンチン共和国,南アメリカ南部,,,
山地@山脈,アルタイ山脈,,,,モンゴル@シベリア,,,
遺跡@洞窟,アルタミラ,,,,スペイン北部,,,
国家@国@共和国,アルバニア,,,アルバニア共和国,バルカン半島南西部,,,
山地@山脈,アルプス,,,アルプス山脈,,,,
都市@市,アルへシラス,,,,スペイン,,,
国家@国@共和国,アルメニア,,,アルメニア共和国,南コーカサス,,,
都市@市,アレクサンドリア,,,アレクサンドレイア@アレクサンドロス@イスカンダルの町@アル・イスカンダリーヤ@エスケンデレイヤ,,,,
都市@市,アンカラ,,,,,,,
国家@国@共和国,アンゴラ,,,アンゴラ共和国,,,,
地域,アンダルス,,,,,,,
都市@市,アンティオキア,,,アンテオケ@アンティオキア@アンティオケイア@アンティオキーア@アンディオヒア,,,,
高原@高地,アンデス高地,,,アンデス高原,アンデス山脈,,,
山地@山脈,アンデス山脈,,,,アンデス地方,,,
地域@地方,アンデス地方,,,アンデス,,,,
都市@市,アントワープ,,,アントウェルペン@アンヴェルス@アンベルス,,,,
島,アンボイナ島,,,アンボン島,モルッカ諸島,,,
島,イースター島,,,ラパ・ヌイ@パスクア島@テ・ピト・オ・ヘヌア@マタ・キ・テ・ランギ,,,,
国家@国@共和国,イエメン,,,イエメン共和国,アラビア半島@中東,,,
都市@市,イェリコ,,,エリコ@ジェリコ@アリーハー,,,,
都市@市,イェルサレム,,,エルサレム,,,,
地域@地方,イオニア,,,イオニア地方,アナトリア南西部,,,
海域@海,イオニア海,,,,,,,
国家@国,イギリス,,,グレートブリテン@北アイルランド連合王国@英国,,,,
植民地@海外領土,イギリス領セイロン,,,英領セイロン,,,,
植民地@海外領土,イギリス領インド,,,イギリス領インド帝国@英領インド@英印,,,,
植民地@海外領土,イギリス領マレー,,,英領マラヤ連邦@英領マレー@イギリス領マラヤ@英領マラヤ@イギリス領マラヤ連邦,,,,
都市@市,イスタンブル,,,イスタンブール,,,,
都市@市,イスファハーン,,,エスファハーン@イスファハン,,,,
都市@市,イズミル,,,スミュルナ@スミルナ,,,,
地域@圏,イスラーム世界,,,イスラーム圏,,,,
国家@国,イスラエル,,,イスラエル国,パレスティナ,,,
国家@国@共和国,イタリア,,,イタリア共和国,,,,
半島,イタリア半島,,,アペニン半島,イタリア,,,
地形@部,イタリア半島中西部,,,,イタリア半島,,,
地形@部,イタリア半島南部,,,,イタリア半島,,,
半島,イベリア半島,,,,,,,
地形@部,イベリア半島南部,,,,イベリア半島,,,
地形@部,イベリア半島北東部,,,,イベリア半島,,,
国家@国@共和国,イラク,,,イラク共和国,中東@西アジア,,,
河川@川,イラワディ川,,,エーヤワディー川@イラワジ川,ミャンマー,,,
地形@流域,イラワディ川中流域,,,,イラワディ川流域,,,
河川流域@流域,イラワディ川流域,,,エーヤワディー川流域@イラワジ川流域,ミャンマー,,,
国家@国,イラン,,,ペルシア@ペルシャ,,,,
高原@高地,イラン高原,,,ペルシア高原@ペルシャ高原,イラン,,,
地形@部@高原,イラン高原南部,,,,イラン高原,,,
地形@部@高原,イラン高原北西部,,,イラン高原西北部,イラン高原,,,
地形@部@高原,イラン高原北東部,,,イラン高原東北部,イラン高原,,,
地形@部,イラン東部,,,,イラン,,,
地形@部,イラン北西部,,,西北イラン,イラン,,,
地域@地方,イリ地方,,,,中央アジア,,,
国家@国,イングランド,,,,イギリス@グレートブリテン島南部,,,
河川@川,インダス川,,,,,,,
河川流域@流域,インダス川西岸,,,,インダス川流域,,,
地形@流域,インダス川中流域,,,,インダス川流域,,,
河川流域@流域,インダス川流域,,,,,,,
地域,インディアス,,,,,,,
国家@国@共和国,インド,,,インド共和国,インド亜大陸,,,
半島,インドシナ半島,,,インドシナ,東南アジア,,,
地形@部,インドシナ半島中部,,,,インドシナ半島@タイ,,,
地形@部,インドシナ半島東部,,,,インドシナ半島,,,
地形@部,インド東北部,,,東北インド,インド,,,
国家@国@共和国,インドネシア,,,インドネシア共和国,,,,
地形@部,インド北西部,,,西北インド@インド北西部@北西インド,インド,,,
亜大陸@大陸,インド亜大陸,,,インド半島,アジア大陸,,,
海岸,インド西海岸,,,インド西岸,インド,,,
海岸,インド東海岸,,,インド東岸,インド,,,
地形@部,インド内陸部,,,,インド,,,
半島@大陸,インド半島,,,インド亜大陸,インド,,,
海岸@沿岸,インド半島沿岸,,,,インド半島,,,
海域@洋,インド洋,,,インド洋海域,,,,
地域@植民地,ヴァージニア植民地,,,バージニア植民地,,,,
都市@市,ヴァイマル,,,ワイマール@ヴァイマール@ワイマル@ヴァイマー@ワイマー@ウァイマー,,,,
国家@国,ヴァチカン,,,バチカン@バチカン市国@バティカン@ヴァティカン,,,,
都市@市,ヴァレンヌ,,,ヴァレンヌ・アン・アルゴンヌ,フランス,,,
国家@国@王国,ヴァンダル王国,,,,,,,
都市@市,ウィーン,,,ヴィーン@ヴェアン@ヴィエンヌ@ヴィエナ,,,,
都市@市,ヴィジャヤナガル,,,ハンピ,,,,
国家@国,ウェールズ,,,,イギリス@グレートブリテン島西部,,,
国家@国,ヴェトナム,,,ベトナム,,,,
地形@部,ヴェトナム中部,,,,ヴェトナム,,,
地形@沿岸,ヴェトナム中部沿岸,,,,ヴェトナム中部,,,
地形@部,ヴェトナム南部,,,南ヴェトナム,ヴェトナム,,,
地形@部,ヴェトナム北部,,,北ヴェトナム,ヴェトナム,,,
都市@市,ヴェネツィア,,,ヴェネーツィア@ヴェネチア@ベネチア@ベネツィア@ベネティア@ヴェネティア@ヴェニス@べニス,,,,
都市@市,ヴェルサイユ,,,,,,,
河川@川,ヴォルガ川,,,イティル川@イジル川,,,,
河川流域@流域,ヴォルガ川下流域,,,,ヴォルガ川流域,,,
河川流域@流域,ヴォルガ川中流域,,,,ヴォルガ川流域,,,
河川流域@流域,ヴォルガ川流域,,,ヴォルガ川沿い,,,,
都市@市,ヴォルゴグラード,,,ツァリーツィン@スターリングラード,,,,
都市@市,ヴォルムス,,,,,,,
国家@国@共和国,ウガンダ,,,ウガンダ共和国,,,,
国家@国,ウクライナ,,,,東ヨーロッパ,,,
国家@国@共和国,ウズベキスタン,,,ウズベキスタン共和国@月即別,中央アジア,,,
河川@川,ウスリー川,,,ウスリー江,,,,
地形@地域,ウスリー川以東,,,ウスリー以東,,,,
都市@市,ウッドストック,,,,,,,
都市@市,ウラジオストク,,,ウラジヴォストク@ウラジヴォストーク@ウラジオストック@ヴラヂヴォストーク,,,,
海域@海,エーゲ海,,,多島海,,,,
海岸@沿岸,エーゲ海沿岸,,,,,,,
国家@国@共和国,エクアドル,,,エクアドル共和国,,,,
都市@市,エクバタナ,,,エクバターナ@ハマダーン@ハグマターナ@アグバタナ,,,,
国家@国@共和国,エジプト,,,エジプト・アラブ共和国,,,,
地形@部,エジプト南部,,,,エジプト,,,
国家@国@共和国,エストニア,,,エストニア共和国,,,,
国家@国,エチオピア,,,アビシニア,,,,
高原@高地,エチオピア高原,,,アビシニア高原,エチオピア,,,
都市@市,エフェソス,,,エペソス@エフェソ@エペソ@エフェス,,,,
山,エベレスト,,,エベレスト山@エヴェレスト@チョモランマ@チョモ・ランマ,,,,
国家@国,エリトリア,,,エリトリア国,紅海沿岸@アフリカ北東部,,,
島,エルバ島,,,,,,,
河川@川,エルベ川,,,,,,,
地形@地域,エルベ川以東,,,,,,,
国家@国,オーストラリア,,,オーストラリア連邦,オセアニア,,,
大陸,オーストラリア大陸,,,,オーストラリア,,,
国家@国@共和国,オーストリア,,,オーストリア共和国,,,,
国家@国@帝国,オーストリア・ハンガリー帝国,,,,,,,
国家@国@帝国@朝,オスマン帝国,,,オスマン朝,,,,
地域@州,オセアニア,,,大洋州,,,,
都市@市,オタワ,,,,,,,
行政区画,オホーツク,,,,,,,
国家@国,オランダ,,,ネーデルラント,,,,
植民地@海外領土,オランダ領東インド,,,蘭領東印度@蘭印,,,,
地域,オリエント,,,東洋,,,,
都市@市,オリンピア,,,オランピア,,,,
地域@地方,オルドス地方,,,河套,,,,
都市@市,オルレアン,,,,,,,
国家@国@共和国,ガーナ,,,ガーナ共和国,,,,
都市@市@市,カーブル,,,カーブル市@カーボル@カブル@カブール,,,,
峠,カイバル峠,,,ハイバー峠@カイバー峠,,,,
都市@市,カイロ,,,,,,,
都市@市,ガザ,,,,,,,
国家@国@共和国,カザフスタン,,,カザフスタン共和国,,,,
海岸@草原,カザフ草原,,,カザフステップ@キルギスステップ@カザーフ草原,,,,
地域@地方,カシミール地方,,,カシミール,,,,
都市@市@市,カシュガル,,,カシュガル市,,,,
海域@海,カスピ海,,,ハザール海@マーザンダラーン海@裏海,,,,
海岸,カスピ海南岸,,,,,,,
海岸,カスピ海南西岸,,,カスピ海西南岸,アゼルバイジャン,,,
海域@部,カスピ海南東部,,,,カスピ海,,,
海域@部,カスピ海北西部,,,,カスピ海,,,
国家@国@国,カタール,,,カタール国@カタル,,,,
半島,カタール半島,,,,アラビア半島東部@カタール,,,
島,ガダルカナル島,,,餓島,,,,
国家@国,カナダ,,,,北アメリカ大陸北部,,,
行政区画,カノッサ,,,,,,,
地域@省,河北,,,河北省,,,,
半島,カムチャツカ,,,カムチャッカ半島,ユーラシア大陸北東部,,,
国家@国@共和国,カメルーン,,,カメルーン共和国,,,,
都市@市,カラコルム,,,哈剌和林@和林@ハラホリン,,,,
都市@市,カラチ,,,,,,,
地域,ガリア,,,ガッリア@ゴール,,,,
地形@部,ガリア中部,,,,ガリア,,,
地形@部,ガリア北部,,,,ガリア,,,
都市@市,カリカット,,,コーリコード@コジコデ,,,,
行政区画@州,カリフォルニア,,,カリフォルニア州,,,,
海域@海,カリブ海,,,,,,,
島@諸島,カリブ海諸島,,,西インド諸島@カリブ諸島@カリブ@アンティル諸島,,,,
都市@市,カルカッタ,,,コルカタ@カルカタ,,,,
都市@市,カルケドン,,,カドゥキョイ,,,,
都市@市,カルタゴ,,,カルターゴー,,,,
都市@市,カレー,,,,,,,
都市@市,ガン,,,,,,,
河川@川,ガンジス川,,,ガンガー@恒河,,,,
地形@流域,ガンジス川下流域,,,,ガンジス川流域,,,
地形@流域,ガンジス川中流域,,,,ガンジス川流域,,,
河川流域@流域,ガンジス川流域,,,,,,,
国家@国@地方,ガンダーラ,,,ガンダーラ地方,アフガニスタン東部@パキスタン北西部,,,
国家@国@王国,カンボジア,,,カンボジア王国,東南アジア,,,
地形@部,カンボジア内陸部,,,,カンボジア,,,
地形@部,カンボジア南部,,,,カンボジア,,,
地形@部,カンボジア北部,,,,カンボジア,,,
都市@市,キール,,,,,,,
都市@市,キエフ,,,キイウ@キーウ@キーイウ@キーイヴ@キーエフ,,,,
国家@国@共和国,ギニア,,,ギニア共和国,アフリカ西岸,,,
平原@平野@草原,キプチャク草原,,,クマニア@コマニア@ポロヴェツ草原@欽察草原,,,,
地形@部@草原,キプチャク草原西部,,,,キプチャク草原,,,
地形@部@草原,キプチャク草原東部,,,,キプチャク草原,,,
島,キプロス島,,,,,,,
国家@国@共和国,キューバ,,,キューバ共和国,,,,
国家@国@共和国,ギリシア,,,ギリシャ共和国@ギリシャ@,バルカン半島南部,,,
地形@部,ギリシア中部,,,,ギリシア,,,
国家@国@共和国,キルギス,,,キルギス共和国@キルギスタン,中央アジア,,,
都市@市,キルワ,,,キルワ・キシワニ,アフリカ東岸,,,
地域,キレナイカ,,,バルカ,,,,
島,グアム島,,,大宮島@グアム,,,,
国家@国@国,クウェート,,,クウェート国,,,,
行政区画@州,グジャラート,,,グジャラート州,,,,
都市@市,クスコ,,,,,,,
都市@市,グダニスク,,,グダーィンスク@グダンスク@ダンツィヒ@ダンチヒ,,,,
都市@市,クテシフォン,,,,,,,
国家@国@諸島,クック諸島,,,,,,,
都市@市,クラクフ,,,,,,,
都市@市,グラナダ,,,,,,,
国家@国,グリーンランド,,,,,,,
半島,クリミア半島,,,クリミア@クリミア・タタール,,,,
国家@国,グルジア,,,サカルトヴェロ@ジョージア,,,,
島,グレートブリテン島,,,,イギリス,,,
地形@部,グレートブリテン島西部,,,,グレートブリテン島,,,
地形@部,グレートブリテン島東部,,,,グレートブリテン島,,,
地形@部,グレートブリテン島南部,,,,グレートブリテン島,,,
島,クレタ島,,,クレタ,,,,
国家@国,グレナダ,,,,,,,
地域,クレルモン,,,,,,,
国家@国@共和国,クロアティア,,,クロアチア共和国,,,,
都市@市,ケープタウン,,,,,,,
植民地@海外領土,ケープ植民地,,,,,,,
国家@国@共和国,ケニア,,,ケニア共和国,,,,
行政区画@主,ゴア,,,ゴア州,,,,
地域@地方,コーカサス,,,カフカス@カフカス地方@コーカサス地方@カフカース,,,,
山地@山脈,コーカサス山脈,,,カフカース山脈@大カフカース山脈,コーカサス,,,
行政区画@州,コソヴォ自治州,,,,,,,
国家@国@共和国,コソボ,,,コソヴォ@コソボ共和国@コソボ・メトヒヤ,,,,
平原@平野,コソボ平原,,,コソヴォ平原@コソボが原@コソヴォ・ポリェ,,,,
国家@国,古代エジプト,,,,,,,
国家@国,古代ギリシア,,,,,,,
湖沼@湖,五大湖,,,内陸の海@アメリカの北海岸@北米の地中海,北アメリカ大陸,,,
高原@高地,ゴラン高原,,,シリア高原,,,,
海域@湾,コリント湾,,,コリンティアコス湾@コリンティア湾,ギリシア,,,
島,コルシカ島,,,コルス島,,,,
都市@市,コルドバ,,,,,,,
海岸,コロマンデル,,,コロマンデル海岸,,,,
行政区画@州,コロラド州,,,,,,,
国家@国@共和国,コロンビア,,,コロンビア共和国,南アメリカ北西部,,,
国家@国,コンゴ,,,,,,,
都市@市,コンコード,,,,,,,
都市@市,コンスタンツ,,,コスタンツィア,,,,
都市@市,コンスタンティノープル,,,コンスタンティノポリス,,,,
行政区画@地方@州,ザール地方,,,ザールラント州,,,,
河川@川,ザイール川,,,コンゴ川,,,,
河川流域@流域,ザイール川流域,,,コンゴ川流域,,,,
地域,サヴォイア,,,サヴォワ,,,,
国家@国,サウジアラビア,,,,アラビア半島,,,
山地@山脈,ザグロス山脈,,,,,,,
砂漠,サハラ砂漠,,,サハラ,,,,
地形@砂漠@部,サハラ砂漠西部,,,西サハラ,,,,
都市@市,サマルカンド,,,,,,,
都市@市,サライェヴォ,,,サラエヴォ@サラエボ,,,,
島,サラミス島,,,サラミナ島,,,,
海域@島沖,サラミス島沖,,,,,,,
行政区画@州,サラワク,,,サラワク州,,,,
島,サルディニア島,,,サルデーニャ@サルジニア@サルヂニア@サルデニア,,,,
島,サン・サルバドル島,,,サン・サルバドル島@ワトリング島,,,,
植民地@海外領土,サン・ドマング,,,サン・ドマング,,,,
都市@市,サンクトペテルブルク,,,ペトログラード@ペテルブルク@サンクト・ペテルブルク,,,,
島,ザンジバル,,,,,,,
都市@市,サンティアゴ・デ・コンポステラ,,,サンティアゴ・デ・コンポステーラ,,,,
都市@市,サンフランシスコ,,,,アメリカ合衆国,,,
河川@川,ザンベジ川,,,,,,,
河川流域@流域,ザンベジ川流域,,,,,,,
都市@市,シアトル,,,,アメリカ合衆国,,,
都市@市,シーラーフ,,,,,,,
都市@市,ジェノヴァ,,,ジェノア,,,,
島,シチリア島,,,シチリア,,,,
都市@市@国家,シドン,,,サイダ@サイダー・シドン,,,,
半島,シナイ半島,,,,,,,
植民地@海外領土,ジブラルタル,,,,,,,
海峡,ジブラルタル海峡,,,,,,,
海域@海峡,ジブラルタル海峡沖,,,,,,,
地域,シベリア,,,サイベリア@西比利亜@シベリヤ,ロシア,,,
海域@海,ジャワ海,,,,,,,
島,ジャワ島,,,ジャワ,インドネシア,,,
地形@部,ジャワ島西部,,,西ジャワ,ジャワ島,,,
地形@部,ジャワ島中部,,,中部ジャワ,ジャワ島,,,
地形@部,ジャワ島東部,,,東ジャワ,ジャワ島,,,
地形@部,ジャワ島内陸部,,,,ジャワ島,,,
地形@海岸,ジャワ島北岸,,,ジャワ北岸,ジャワ島,,,
都市@市,シャンデルナゴル,,,チョンドンノゴル@チャンダンナガル,,,,
地域@地方,シャンパーニュ地方,,,シャンパーニュ,,,,
都市@市,ジュネーヴ,,,,スイス,,,
国家@国@王国,シュリーヴィジャヤ,,,シュリーヴィジャヤ王国,,,,
地域,シュレジエン,,,シレジア,,,,
盆地,ジュンガル盆地,,,ジュンガル@ジュンガリア@ジュンガリア地方,,,,
地形@部@盆地,ジュンガル盆地東部,,,,ジュンガル盆地,,,
国家@国@共和国,シリア,,,シリア・アラブ共和国,,,,
地形@部,シリア南部,,,,シリア,,,
国家@国@共和国,シンガポール,,,シンガポール共和国,,,,
島,シンガポール島,,,,シンガポール,,,
国家@国@共和国,ジンバブエ,,,ジンバブエ共和国,南部アフリカ,,,
国家@国@連邦,スイス,,,スイス連邦,,,,
国家@国@王国,スウェーデン,,,スウェーデン王国,,,,
国家@国@共和国,スーダン,,,スーダン共和国,,,,
地形@部,スーダン西部,,,,スーダン,,,
地形@部,スーダン北部,,,,スーダン,,,
都市@市,スーラト,,,スラート@スラト@スーラット@スーラート,,,,
都市@市,スエズ,,,,,,,
半島,スカンディナヴィア半島,,,,,,,
地形@部,スカンディナヴィア半島西部,,,,スカンディナヴィア半島@ノルウェー,,,
地形@部,スカンディナヴィア半島東部,,,,スカンディナヴィア半島@スウェーデン,,,
国家@国,スコットランド,,,,イギリス@グレートブリテン島北部,,,
都市@市,スサ,,,スーサ,,,,
都市@市,スターリングラード,,,ヴォルゴグラード@ツァリーツィン,,,,
地域@地方,ズデーテン地方,,,ズデーテンラント,,,,
国家@国,スパルタ,,,ラケダイモーン@スパルター@スパルテー@スパルティ,,,,
国家@国,スペイン,,,スペイン国,,,,
地形@部,スペイン北部,,,北スペイン,スペイン,,,
島,スマトラ島,,,スマトラ,インドネシア,,,
地形@海岸,スマトラ島東海岸,,,,スマトラ島,,,
地形@部,スマトラ島南東部,,,,スマトラ島,,,
地形@島,スマトラ島北端,,,,スマトラ島,,,
国家@国@共和国,スリランカ,,,スリランカ民主社会主義共和国,,,,
島@諸島,スル諸島,,,スールー諸島,,,,
国家@国@共和国,スロヴェニア,,,スロベニア@スロヴェニア共和国@スロベニア共和国,,,,
国家@国@共和国,スロバキア,,,スロバキア共和国,,,,
海峡,スンダ海峡,,,,,,,
都市@市@市,西安市,,,西安,陝西省,,,
行政区画@省,青海省,,,,,,,
行政区画,セウタ,,,,,,,
河川@川,セーヌ川,,,,,,,
河川流域@流域,セーヌ川下流域,,,,,,,
河川流域@流域,セーヌ川流域,,,,,,,
国家@国@共和国,セネガル,,,セネガル共和国,,,,
国家@国@共和国,セルビア,,,セルビア共和国,ユーゴスラヴィア,,,
島,セントヘレナ,,,,,,,
都市@市@市,ソウル,,,ソウル特別市,,,,
国家@国@共和国@連邦,ソマリア,,,ソマリア連邦共和国,,,,
国家@国@共和国,ソマリランド,,,ソマリランド共和国,,,,
島@諸島,ソロモン諸島,,,,,,,
河川流域@河畔,ソンム河畔,,,,フランス北部,,,
国家@国@連邦,ソ連,,,ソビエト社会主義共和国連邦@ソビエト連邦@ソビエト@ソ連邦@蘇維埃@旧ソ連,,,,
海峡,ダーダネルス海峡,,,チャナッカレ海峡@ヘレスポントス,,,,
国家@国@王国,タイ,,,タイ王国,,,,
地形@部,タイ中部,,,中部タイ,タイ,,,
都市@市,大同市,,,,山西省,,,
地形@部,タイ東北部,,,東北タイ,タイ,,,
地形@部,タイ北部,,,北タイ,タイ,,,
湾,タイランド湾,,,タイ湾,,,,
海岸@沿岸,タイランド湾沿岸,,,,,,,
国家@国@共和国,タジキスタン,,,タジキスタン共和国,,,,
都市@市,タシケント,,,タシュケント,,,,
島,タヒチ,,,タヒチ島@オタハイト島,,,,
都市@市,タブリーズ,,,,,,,
都市@市,ダブリン,,,,,,,
都市@市,ダマスカス,,,ダマスクス@シャーム@ダマスコ,,,,
行政区画@州,タミル,,,タミル・ナードゥ州,,,,
盆地,タリム盆地,,,,,,,
地形@部,タリム盆地北部,,,,タリム盆地,,,
地域,ダルマティア,,,ダルマチア,,,,
都市@市,ダンケルク,,,,,,,
国家@国@共和国,タンザニア,,,タンザニア連合共和国,,,,
都市@市,タンジール,,,タンジェ,,,,
都市@市,ダンツィヒ,,,ダンチヒ@グダンスク@グダンニスク,,,,
国家@国@共和国,チェコ,,,チェコ共和国,,,,
都市@市,チェコスロヴァキア,,,チェコスロバキア,チェコ@スロバキア,,,
地形@部,チェコ中部,,,,チェコ@ボヘミア,,,
地形@部,チェコ東部,,,,チェコ@ボヘミア,,,
国家@国@共和国,チェチェン,,,チェチェン共和国,北コーカサス,,,
都市@市,チェンナイ,,,,,,,
地域,チベット,,,,,,,
高原@高地,チベット高原,,,,チベット,,,
河川@川,チャオプラヤ川,,,メナム川,,,,
地形@流域,チャオプラヤ川中流域,,,,チャオプラヤ川流域,,,
河川流域@流域,チャオプラヤ川流域,,,,,,,
国家@国@共和国,チャド,,,チャド共和国,,,,
湖沼@湖,チャド湖,,,,,,,
平原@平野,チャルディラーン平原,,,チャルディラーン,アナトリア高原東部,,,
国家@国@王国,チャンパー,,,チャンパ王国@林邑@占城,,,,
地域@部,中国西北部,,,,中国,,,
都市@市,チューリヒ,,,チューリッヒ,,,,
国家@国@共和国,チュニジア,,,チュニジア共和国@テュニジア,,,,
国家@国@共和国,チリ,,,チリ共和国,,,,
地形@部,チリ中部,,,,チリ,,,
都市@市,ディエンビエンフー,,,,,,,
河川@川,ティグリス川,,,チグリス川,,,,
地形@流域,ティグリス川中流域,,,,ディグリス川流域,,,
河川流域@流域,ディグリス川流域,,,,,,,
島,ティモール島,,,,,,,
地形@部,ティモール島東部,,,,ティモール島,,,
都市@市,ティルス,,,テュロス@スール@ティール,,,,
都市@市,テーベ(エジプト),,,テーベ,,,,
都市@市,テーベ(ギリシア),,,テーベ@テーバイ,,,,
都市@市,テオティワカン,,,,メキシコ,,,
高原@高地,デカン高原,,,デカン地方,,,,
地形@部,デカン高原南部,,,,デカン高原,,,
行政区画@州,テキサス,,,テキサス州,,,,
都市@市,テノチティトラン,,,,,,,
都市@市,テヘラン,,,,,,,
河川@川,テムズ川,,,,,,,
都市@市,デリー,,,,,,,
国家@国,デルフォイ,,,デルポイ@デルフィ,,,,
国家@国,デンマーク,,,デンマルク@丁抹@丁,,,,
国家@国@共和国,ドイツ,,,ドイツ連邦共和国,,,,
地形@部,ドイツ西南部,,,西南ドイツ,ドイツ,,,
地形@部,ドイツ西部,,,,ドイツ,,,
地形@部,ドイツ東部,,,東部ドイツ,ドイツ,,,
地形@部,ドイツ南部,,,南ドイツ,ドイツ,,,
地形@部,ドイツ北東部,,,,ドイツ,,,
地形@部,ドイツ北部,,,北ドイツ,ドイツ,,,
都市@市,トゥール,,,,フランス西部,,,
行政区画@州@地方,トスカナ地方,,,トスカナ@トスカーナ@トスカナ州@トスカーナ州@トスカーナ地方,,,,
河川@川,ドナウ川,,,ダニューブ川,,,,
地形@流域,ドナウ川中流域,,,,,,,
河川@川,ドニエプル川,,,ドニェプル川@ドニェープル川,,,,
河川流域@流域,ドニエプル川流域,,,,,,,
地域,ドミニカ,,,,,,,
地域,トランシルヴァニア,,,,,,,
都市@市,トリエステ,,,,,,,
都市@市,トリポリ,,,,,,,
国家@国,トルクメニスタン,,,,,,,
国家@国@共和国,トルコ,,,トルコ共和国,,,,
都市@市,トレド,,,,,,,
都市@市,トレント,,,トリエント,,,,
都市@市,トロイア,,,イリオス@イリオン@トロイ@トロヤ,アナトリア半島,,,
湾,トンキン湾,,,東京@バクボ湾@北部湾,,,,
都市@市,トンブクトゥ,,,ティンブクトゥ,,,,
河川@川,トンレサップ川,,,,,,,
河川流域@流域,トンレサップ川北岸,,,,,,,
